Series,Model,MAE,RMSE,MAPE,R2
Avg_GHI,LSTM,341.841027096523,399.9112672122681,6.075431241691397,0.9474520673510322
Avg_GHI,PhysicsInformed,364.40968131934085,421.93304373781257,6.51062404048886,0.9415054463748377
Avg_GHI,Autoformer,389.1534847070135,482.1907103767274,7.624364119686327,0.9236048069654692
Avg_GHI,Attention,409.33869072817805,486.5434373641916,7.277048363042442,0.9222193456913348
Avg_GHI,NHITS,413.198139870244,511.8748550440549,7.505781737472585,0.9139093580233427
Avg_GHI,OptimizedTCN,610.667577723145,745.8109538101163,11.538634167436818,0.817238013739284
